Datetime,Product_id,Quantity,,,,,,,,,,,,,,,,,,,Order_id
3/2/2023,001-003-006,2,,,,,,,,,,,,,,,,,,,
3/2/2023,001-003-004,3,,,,,,,,,,,,,,,,,,,
3/2/2023,001-001-004,4,,,,,,,,,,,,,,,,,,,
3/2/2023,001-003-002,7,,,,,,,,,,,,,,,,,,,
3/3/2023,001-002-002,5,,,,,,,,,,,,,,,,,,,
3/3/2023,001-001-003,1,,,,,,,,,,,,,,,,,,,
3/3/2023,001-003-006,2,,,,,,,,,,,,,,,,,,,
3/3/2023,001-002-003,20,,,,,,,,,,,,,,,,,,,
3/3/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
3/3/2023,001-003-004,6,,,,,,,,,,,,,,,,,,,
3/3/2023,001-001-001,12,,,,,,,,,,,,,,,,,,,
3/3/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
3/4/2023,001-003-001,13,,,,,,,,,,,,,,,,,,,
3/4/2023,001-002-003,3,,,,,,,,,,,,,,,,,,,
3/4/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
3/4/2023,001-002-001,8,,,,,,,,,,,,,,,,,,,
3/4/2023,001-001-002,22,,,,,,,,,,,,,,,,,,,
3/4/2023,001-003-006,1,,,,,,,,,,,,,,,,,,,
3/6/2023,001-001-001,12,,,,,,,,,,,,,,,,,,,
3/6/2023,001-002-003,21,,,,,,,,,,,,,,,,,,,
3/6/2023,001-002-004,5,,,,,,,,,,,,,,,,,,,
3/6/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
3/6/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
3/7/2023,001-002-004,21,,,,,,,,,,,,,,,,,,,
3/7/2023,001-003-003,14,,,,,,,,,,,,,,,,,,,
3/7/2023,001-001-004,2,,,,,,,,,,,,,,,,,,,
3/7/2023,001-003-004,23,,,,,,,,,,,,,,,,,,,
3/7/2023,001-003-005,2,,,,,,,,,,,,,,,,,,,
3/8/2023,001-002-001,2,,,,,,,,,,,,,,,,,,,
3/8/2023,001-003-006,5,,,,,,,,,,,,,,,,,,,
3/8/2023,001-003-001,9,,,,,,,,,,,,,,,,,,,
3/8/2023,001-002-004,1,,,,,,,,,,,,,,,,,,,
3/8/2023,001-003-004,5,,,,,,,,,,,,,,,,,,,
3/8/2023,001-003-005,6,,,,,,,,,,,,,,,,,,,
3/8/2023,001-001-003,21,,,,,,,,,,,,,,,,,,,
3/8/2023,001-003-002,24,,,,,,,,,,,,,,,,,,,
3/9/2023,001-002-003,17,,,,,,,,,,,,,,,,,,,
3/9/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
3/9/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
3/9/2023,001-002-004,4,,,,,,,,,,,,,,,,,,,
3/9/2023,001-001-002,5,,,,,,,,,,,,,,,,,,,
3/10/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
3/10/2023,001-002-001,1,,,,,,,,,,,,,,,,,,,
3/10/2023,001-001-003,18,,,,,,,,,,,,,,,,,,,
3/10/2023,001-003-005,5,,,,,,,,,,,,,,,,,,,
3/10/2023,001-003-002,6,,,,,,,,,,,,,,,,,,,
3/10/2023,001-003-004,3,,,,,,,,,,,,,,,,,,,
3/10/2023,001-002-003,14,,,,,,,,,,,,,,,,,,,
3/10/2023,001-003-001,7,,,,,,,,,,,,,,,,,,,
3/11/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
3/11/2023,001-002-004,9,,,,,,,,,,,,,,,,,,,
3/11/2023,001-001-001,13,,,,,,,,,,,,,,,,,,,
3/11/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
3/11/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
3/11/2023,001-002-002,18,,,,,,,,,,,,,,,,,,,
3/13/2023,001-003-004,6,,,,,,,,,,,,,,,,,,,
3/13/2023,001-002-003,5,,,,,,,,,,,,,,,,,,,
3/13/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
3/13/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
3/13/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
3/13/2023,001-003-001,7,,,,,,,,,,,,,,,,,,,
3/13/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
3/14/2023,001-003-005,23,,,,,,,,,,,,,,,,,,,
3/14/2023,001-002-001,14,,,,,,,,,,,,,,,,,,,
3/14/2023,001-001-003,5,,,,,,,,,,,,,,,,,,,
3/14/2023,001-002-004,13,,,,,,,,,,,,,,,,,,,
3/14/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
3/14/2023,001-001-004,2,,,,,,,,,,,,,,,,,,,
3/14/2023,001-003-006,8,,,,,,,,,,,,,,,,,,,
3/14/2023,001-001-001,10,,,,,,,,,,,,,,,,,,,
3/15/2023,001-003-003,24,,,,,,,,,,,,,,,,,,,
3/15/2023,001-002-002,1,,,,,,,,,,,,,,,,,,,
3/15/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
3/15/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
3/15/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
3/15/2023,001-003-004,9,,,,,,,,,,,,,,,,,,,
3/15/2023,001-002-004,7,,,,,,,,,,,,,,,,,,,
3/16/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
3/16/2023,001-003-002,5,,,,,,,,,,,,,,,,,,,
3/16/2023,001-002-003,5,,,,,,,,,,,,,,,,,,,
3/16/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
3/16/2023,001-001-004,15,,,,,,,,,,,,,,,,,,,
3/16/2023,001-002-005,10,,,,,,,,,,,,,,,,,,,
3/17/2023,001-001-003,6,,,,,,,,,,,,,,,,,,,
3/17/2023,001-003-001,4,,,,,,,,,,,,,,,,,,,
3/17/2023,001-002-004,3,,,,,,,,,,,,,,,,,,,
3/17/2023,001-003-004,7,,,,,,,,,,,,,,,,,,,
3/18/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
3/18/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
3/18/2023,001-003-006,15,,,,,,,,,,,,,,,,,,,
3/18/2023,001-002-001,4,,,,,,,,,,,,,,,,,,,
3/18/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
3/18/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
3/20/2023,001-003-003,12,,,,,,,,,,,,,,,,,,,
3/20/2023,001-001-003,6,,,,,,,,,,,,,,,,,,,
3/20/2023,001-002-002,1,,,,,,,,,,,,,,,,,,,
3/20/2023,001-003-001,6,,,,,,,,,,,,,,,,,,,
3/20/2023,001-001-001,14,,,,,,,,,,,,,,,,,,,
3/20/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
3/21/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
3/21/2023,001-002-003,17,,,,,,,,,,,,,,,,,,,
3/21/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
3/21/2023,001-001-004,6,,,,,,,,,,,,,,,,,,,
3/21/2023,001-003-003,14,,,,,,,,,,,,,,,,,,,
3/22/2023,001-002-004,8,,,,,,,,,,,,,,,,,,,
3/22/2023,001-001-002,9,,,,,,,,,,,,,,,,,,,
3/22/2023,001-003-001,9,,,,,,,,,,,,,,,,,,,
3/22/2023,001-003-005,4,,,,,,,,,,,,,,,,,,,
3/22/2023,001-001-004,1,,,,,,,,,,,,,,,,,,,
3/22/2023,001-003-005,2,,,,,,,,,,,,,,,,,,,
3/22/2023,001-003-002,6,,,,,,,,,,,,,,,,,,,
3/23/2023,001-002-004,13,,,,,,,,,,,,,,,,,,,
3/23/2023,001-003-001,9,,,,,,,,,,,,,,,,,,,
3/23/2023,001-001-004,4,,,,,,,,,,,,,,,,,,,
3/23/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
3/23/2023,001-001-001,23,,,,,,,,,,,,,,,,,,,
3/23/2023,001-002-002,3,,,,,,,,,,,,,,,,,,,
3/24/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
3/24/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
3/24/2023,001-001-003,14,,,,,,,,,,,,,,,,,,,
3/24/2023,001-002-004,6,,,,,,,,,,,,,,,,,,,
3/24/2023,001-003-002,45,,,,,,,,,,,,,,,,,,,
3/25/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
3/25/2023,001-002-001,3,,,,,,,,,,,,,,,,,,,
3/25/2023,001-003-004,4,,,,,,,,,,,,,,,,,,,
3/25/2023,001-003-006,23,,,,,,,,,,,,,,,,,,,
3/25/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
3/25/2023,001-002-002,3,,,,,,,,,,,,,,,,,,,
3/25/2023,001-003-003,7,,,,,,,,,,,,,,,,,,,
3/25/2023,001-002-003,8,,,,,,,,,,,,,,,,,,,
3/27/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
3/27/2023,001-001-003,1,,,,,,,,,,,,,,,,,,,
3/27/2023,001-003-001,15,,,,,,,,,,,,,,,,,,,
3/27/2023,001-003-002,8,,,,,,,,,,,,,,,,,,,
3/27/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
3/28/2023,001-003-005,3,,,,,,,,,,,,,,,,,,,
3/28/2023,001-003-004,27,,,,,,,,,,,,,,,,,,,
3/28/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
3/28/2023,001-003-006,4,,,,,,,,,,,,,,,,,,,
3/28/2023,001-001-004,28,,,,,,,,,,,,,,,,,,,
3/28/2023,001-002-001,2,,,,,,,,,,,,,,,,,,,
3/28/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
3/29/2023,001-001-001,3,,,,,,,,,,,,,,,,,,,
3/29/2023,001-003-002,10,,,,,,,,,,,,,,,,,,,
3/29/2023,001-003-005,18,,,,,,,,,,,,,,,,,,,
3/29/2023,001-002-004,26,,,,,,,,,,,,,,,,,,,
3/29/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
3/30/2023,001-003-004,6,,,,,,,,,,,,,,,,,,,
3/30/2023,001-002-002,19,,,,,,,,,,,,,,,,,,,
3/30/2023,001-003-001,3,,,,,,,,,,,,,,,,,,,
3/30/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
3/30/2023,001-002-004,22,,,,,,,,,,,,,,,,,,,
3/30/2023,001-003-006,13,,,,,,,,,,,,,,,,,,,
3/30/2023,001-001-003,8,,,,,,,,,,,,,,,,,,,
3/30/2023,001-003-003,7,,,,,,,,,,,,,,,,,,,
3/31/2023,001-003-002,10,,,,,,,,,,,,,,,,,,,
3/31/2023,001-002-001,4,,,,,,,,,,,,,,,,,,,
3/31/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
3/31/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
3/31/2023,001-003-004,4,,,,,,,,,,,,,,,,,,,
3/31/2023,001-003-001,2,,,,,,,,,,,,,,,,,,,
3/31/2023,001-002-002,2,,,,,,,,,,,,,,,,,,,
3/31/2023,001-002-004,3,,,,,,,,,,,,,,,,,,,
4/1/2023,001-003-005,8,,,,,,,,,,,,,,,,,,,
4/1/2023,001-003-003,23,,,,,,,,,,,,,,,,,,,
4/1/2023,001-001-003,1,,,,,,,,,,,,,,,,,,,
4/1/2023,001-003-006,4,,,,,,,,,,,,,,,,,,,
4/1/2023,001-002-001,7,,,,,,,,,,,,,,,,,,,
4/1/2023,001-003-004,9,,,,,,,,,,,,,,,,,,,
4/1/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
4/1/2023,001-003-002,22,,,,,,,,,,,,,,,,,,,
4/3/2023,001-001-004,18,,,,,,,,,,,,,,,,,,,
4/3/2023,001-003-001,2,,,,,,,,,,,,,,,,,,,
4/3/2023,001-002-004,5,,,,,,,,,,,,,,,,,,,
4/3/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
4/3/2023,001-003-003,5,,,,,,,,,,,,,,,,,,,
4/3/2023,001-001-001,14,,,,,,,,,,,,,,,,,,,
4/4/2023,001-003-005,5,,,,,,,,,,,,,,,,,,,
4/4/2023,001-003-002,20,,,,,,,,,,,,,,,,,,,
4/4/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
4/4/2023,001-002-001,1,,,,,,,,,,,,,,,,,,,
4/4/2023,001-001-003,3,,,,,,,,,,,,,,,,,,,
4/4/2023,001-002-004,8,,,,,,,,,,,,,,,,,,,
4/4/2023,001-003-006,4,,,,,,,,,,,,,,,,,,,
4/4/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
4/4/2023,001-003-002,22,,,,,,,,,,,,,,,,,,,
4/5/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
4/5/2023,001-002-003,6,,,,,,,,,,,,,,,,,,,
4/5/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
4/5/2023,001-001-003,3,,,,,,,,,,,,,,,,,,,
4/5/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
4/5/2023,001-003-004,3,,,,,,,,,,,,,,,,,,,
4/5/2023,001-003-001,26,,,,,,,,,,,,,,,,,,,
4/6/2023,001-002-002,14,,,,,,,,,,,,,,,,,,,
4/6/2023,001-003-005,3,,,,,,,,,,,,,,,,,,,
4/6/2023,001-002-001,9,,,,,,,,,,,,,,,,,,,
4/6/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
4/6/2023,001-003-006,2,,,,,,,,,,,,,,,,,,,
4/6/2023,001-002-004,14,,,,,,,,,,,,,,,,,,,
4/7/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
4/7/2023,001-003-004,1,,,,,,,,,,,,,,,,,,,
4/7/2023,001-001-002,10,,,,,,,,,,,,,,,,,,,
4/7/2023,001-002-003,6,,,,,,,,,,,,,,,,,,,
4/7/2023,001-001-003,9,,,,,,,,,,,,,,,,,,,
4/7/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
4/7/2023,001-001-001,8,,,,,,,,,,,,,,,,,,,
4/8/2023,001-002-001,3,,,,,,,,,,,,,,,,,,,
4/8/2023,001-002-003,14,,,,,,,,,,,,,,,,,,,
4/8/2023,001-003-002,29,,,,,,,,,,,,,,,,,,,
4/8/2023,001-003-006,8,,,,,,,,,,,,,,,,,,,
4/8/2023,001-003-004,18,,,,,,,,,,,,,,,,,,,
4/8/2023,001-001-004,2,,,,,,,,,,,,,,,,,,,
4/8/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
4/10/2023,001-003-001,21,,,,,,,,,,,,,,,,,,,
4/10/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
4/10/2023,001-003-006,4,,,,,,,,,,,,,,,,,,,
4/10/2023,001-002-001,1,,,,,,,,,,,,,,,,,,,
4/10/2023,001-003-002,6,,,,,,,,,,,,,,,,,,,
4/11/2023,001-002-004,9,,,,,,,,,,,,,,,,,,,
4/11/2023,001-001-003,7,,,,,,,,,,,,,,,,,,,
4/11/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
4/11/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
4/11/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
4/11/2023,001-001-002,3,,,,,,,,,,,,,,,,,,,
4/11/2023,001-003-004,24,,,,,,,,,,,,,,,,,,,
4/12/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
4/12/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
4/12/2023,001-002-004,10,,,,,,,,,,,,,,,,,,,
4/12/2023,001-001-004,22,,,,,,,,,,,,,,,,,,,
4/12/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
4/12/2023,001-003-003,18,,,,,,,,,,,,,,,,,,,
4/12/2023,001-003-001,8,,,,,,,,,,,,,,,,,,,
4/13/2023,001-002-002,6,,,,,,,,,,,,,,,,,,,
4/13/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
4/13/2023,001-002-004,8,,,,,,,,,,,,,,,,,,,
4/13/2023,001-003-006,7,,,,,,,,,,,,,,,,,,,
4/13/2023,001-001-001,16,,,,,,,,,,,,,,,,,,,
4/13/2023,001-003-004,3,,,,,,,,,,,,,,,,,,,
4/14/2023,001-003-001,2,,,,,,,,,,,,,,,,,,,
4/14/2023,001-001-003,4,,,,,,,,,,,,,,,,,,,
4/14/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
4/14/2023,001-002-003,21,,,,,,,,,,,,,,,,,,,
4/14/2023,001-001-002,5,,,,,,,,,,,,,,,,,,,
4/14/2023,001-003-003,7,,,,,,,,,,,,,,,,,,,
4/15/2023,001-003-005,34,,,,,,,,,,,,,,,,,,,
4/15/2023,001-003-002,7,,,,,,,,,,,,,,,,,,,
4/15/2023,001-003-004,6,,,,,,,,,,,,,,,,,,,
4/15/2023,001-002-001,9,,,,,,,,,,,,,,,,,,,
4/15/2023,001-002-004,4,,,,,,,,,,,,,,,,,,,
4/15/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
4/15/2023,001-003-001,23,,,,,,,,,,,,,,,,,,,
4/17/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
4/17/2023,001-002-002,5,,,,,,,,,,,,,,,,,,,
4/17/2023,001-001-004,2,,,,,,,,,,,,,,,,,,,
4/17/2023,001-002-003,6,,,,,,,,,,,,,,,,,,,
4/17/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
4/17/2023,001-002-001,5,,,,,,,,,,,,,,,,,,,
4/18/2023,001-003-001,11,,,,,,,,,,,,,,,,,,,
4/18/2023,001-003-005,3,,,,,,,,,,,,,,,,,,,
4/18/2023,001-001-003,9,,,,,,,,,,,,,,,,,,,
4/18/2023,001-002-004,7,,,,,,,,,,,,,,,,,,,
4/18/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
4/18/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
4/19/2023,001-003-001,11,,,,,,,,,,,,,,,,,,,
4/19/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
4/19/2023,001-003-005,18,,,,,,,,,,,,,,,,,,,
4/19/2023,001-002-003,13,,,,,,,,,,,,,,,,,,,
4/19/2023,001-003-006,9,,,,,,,,,,,,,,,,,,,
4/19/2023,001-001-003,8,,,,,,,,,,,,,,,,,,,
4/20/2023,001-002-001,4,,,,,,,,,,,,,,,,,,,
4/20/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
4/20/2023,001-002-004,23,,,,,,,,,,,,,,,,,,,
4/20/2023,001-001-004,1,,,,,,,,,,,,,,,,,,,
4/20/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
4/20/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
4/21/2023,001-003-001,4,,,,,,,,,,,,,,,,,,,
4/21/2023,001-001-002,20,,,,,,,,,,,,,,,,,,,
4/21/2023,001-003-004,6,,,,,,,,,,,,,,,,,,,
4/21/2023,001-003-005,38,,,,,,,,,,,,,,,,,,,
4/21/2023,001-003-002,43,,,,,,,,,,,,,,,,,,,
4/21/2023,001-001-001,1,,,,,,,,,,,,,,,,,,,
4/22/2023,001-003-006,6,,,,,,,,,,,,,,,,,,,
4/22/2023,001-003-001,19,,,,,,,,,,,,,,,,,,,
4/22/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
4/22/2023,001-002-002,4,,,,,,,,,,,,,,,,,,,
4/22/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
4/22/2023,001-002-001,17,,,,,,,,,,,,,,,,,,,
4/24/2023,001-003-005,2,,,,,,,,,,,,,,,,,,,
4/24/2023,001-001-003,23,,,,,,,,,,,,,,,,,,,
4/24/2023,001-003-004,6,,,,,,,,,,,,,,,,,,,
4/24/2023,001-002-003,12,,,,,,,,,,,,,,,,,,,
4/24/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
4/24/2023,001-003-006,5,,,,,,,,,,,,,,,,,,,
4/25/2023,001-001-004,4,,,,,,,,,,,,,,,,,,,
4/25/2023,001-003-001,13,,,,,,,,,,,,,,,,,,,
4/25/2023,001-002-003,4,,,,,,,,,,,,,,,,,,,
4/25/2023,001-003-003,6,,,,,,,,,,,,,,,,,,,
4/25/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
4/25/2023,001-003-004,13,,,,,,,,,,,,,,,,,,,
4/26/2023,001-002-001,2,,,,,,,,,,,,,,,,,,,
4/26/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
4/26/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
4/26/2023,001-003-002,5,,,,,,,,,,,,,,,,,,,
4/26/2023,001-002-002,4,,,,,,,,,,,,,,,,,,,
4/26/2023,001-003-001,27,,,,,,,,,,,,,,,,,,,
4/27/2023,001-003-006,13,,,,,,,,,,,,,,,,,,,
4/27/2023,001-001-002,17,,,,,,,,,,,,,,,,,,,
4/27/2023,001-003-004,8,,,,,,,,,,,,,,,,,,,
4/27/2023,001-003-003,15,,,,,,,,,,,,,,,,,,,
4/27/2023,001-002-003,5,,,,,,,,,,,,,,,,,,,
4/28/2023,001-001-004,4,,,,,,,,,,,,,,,,,,,
4/28/2023,001-002-003,4,,,,,,,,,,,,,,,,,,,
4/28/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
4/28/2023,001-003-005,21,,,,,,,,,,,,,,,,,,,
4/28/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
4/29/2023,001-002-004,11,,,,,,,,,,,,,,,,,,,
4/29/2023,001-003-006,2,,,,,,,,,,,,,,,,,,,
4/29/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
4/29/2023,001-001-001,1,,,,,,,,,,,,,,,,,,,
4/29/2023,001-003-001,3,,,,,,,,,,,,,,,,,,,
4/29/2023,001-002-003,4,,,,,,,,,,,,,,,,,,,
5/1/2023,001-001-002,21,,,,,,,,,,,,,,,,,,,
5/1/2023,001-003-003,7,,,,,,,,,,,,,,,,,,,
5/1/2023,001-002-001,4,,,,,,,,,,,,,,,,,,,
5/1/2023,001-002-004,20,,,,,,,,,,,,,,,,,,,
5/1/2023,001-001-003,9,,,,,,,,,,,,,,,,,,,
5/2/2023,001-003-001,2,,,,,,,,,,,,,,,,,,,
5/2/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
5/2/2023,001-003-005,3,,,,,,,,,,,,,,,,,,,
5/2/2023,001-002-002,2,,,,,,,,,,,,,,,,,,,
5/2/2023,001-003-004,1,,,,,,,,,,,,,,,,,,,
5/2/2023,001-002-003,8,,,,,,,,,,,,,,,,,,,
5/3/2023,001-003-006,1,,,,,,,,,,,,,,,,,,,
5/3/2023,001-003-003,16,,,,,,,,,,,,,,,,,,,
5/3/2023,001-003-002,10,,,,,,,,,,,,,,,,,,,
5/3/2023,001-001-004,8,,,,,,,,,,,,,,,,,,,
5/3/2023,001-003-001,3,,,,,,,,,,,,,,,,,,,
5/4/2023,001-002-004,5,,,,,,,,,,,,,,,,,,,
5/4/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
5/4/2023,001-001-003,7,,,,,,,,,,,,,,,,,,,
5/4/2023,001-001-004,4,,,,,,,,,,,,,,,,,,,
5/4/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
5/5/2023,001-003-006,4,,,,,,,,,,,,,,,,,,,
5/5/2023,001-001-001,1,,,,,,,,,,,,,,,,,,,
5/5/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
5/5/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
5/5/2023,001-002-001,3,,,,,,,,,,,,,,,,,,,
5/6/2023,001-003-001,2,,,,,,,,,,,,,,,,,,,
5/6/2023,001-002-003,6,,,,,,,,,,,,,,,,,,,
5/6/2023,001-003-004,4,,,,,,,,,,,,,,,,,,,
5/6/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
5/6/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
5/6/2023,001-002-002,8,,,,,,,,,,,,,,,,,,,
5/8/2023,001-002-004,1,,,,,,,,,,,,,,,,,,,
5/8/2023,001-003-003,10,,,,,,,,,,,,,,,,,,,
5/8/2023,001-003-006,25,,,,,,,,,,,,,,,,,,,
5/8/2023,001-001-003,17,,,,,,,,,,,,,,,,,,,
5/8/2023,001-001-001,7,,,,,,,,,,,,,,,,,,,
5/9/2023,001-003-002,4,,,,,,,,,,,,,,,,,,,
5/9/2023,001-002-003,3,,,,,,,,,,,,,,,,,,,
5/9/2023,001-002-004,9,,,,,,,,,,,,,,,,,,,
5/9/2023,001-003-002,5,,,,,,,,,,,,,,,,,,,
5/9/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
5/9/2023,001-003-004,3,,,,,,,,,,,,,,,,,,,
5/10/2023,001-001-004,10,,,,,,,,,,,,,,,,,,,
5/10/2023,001-003-006,33,,,,,,,,,,,,,,,,,,,
5/10/2023,001-001-003,5,,,,,,,,,,,,,,,,,,,
5/10/2023,001-002-001,9,,,,,,,,,,,,,,,,,,,
5/10/2023,001-003-005,10,,,,,,,,,,,,,,,,,,,
5/11/2023,001-003-001,3,,,,,,,,,,,,,,,,,,,
5/11/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
5/11/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
5/11/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
5/11/2023,001-001-001,1,,,,,,,,,,,,,,,,,,,
5/12/2023,001-003-002,4,,,,,,,,,,,,,,,,,,,
5/12/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
5/12/2023,001-003-004,1,,,,,,,,,,,,,,,,,,,
5/12/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
5/12/2023,001-003-003,15,,,,,,,,,,,,,,,,,,,
5/12/2023,001-001-004,1,,,,,,,,,,,,,,,,,,,
5/12/2023,001-003-001,10,,,,,,,,,,,,,,,,,,,
5/13/2023,001-002-003,7,,,,,,,,,,,,,,,,,,,
5/13/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
5/13/2023,001-002-002,1,,,,,,,,,,,,,,,,,,,
5/13/2023,001-001-003,7,,,,,,,,,,,,,,,,,,,
5/13/2023,001-002-004,3,,,,,,,,,,,,,,,,,,,
5/13/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
5/13/2023,001-003-003,10,,,,,,,,,,,,,,,,,,,
5/13/2023,001-002-001,1,,,,,,,,,,,,,,,,,,,
5/15/2023,001-001-004,27,,,,,,,,,,,,,,,,,,,
5/15/2023,001-003-004,15,,,,,,,,,,,,,,,,,,,
5/15/2023,001-002-003,7,,,,,,,,,,,,,,,,,,,
5/15/2023,001-003-005,24,,,,,,,,,,,,,,,,,,,
5/15/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
5/15/2023,001-003-006,12,,,,,,,,,,,,,,,,,,,
5/15/2023,001-002-004,3,,,,,,,,,,,,,,,,,,,
5/15/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
5/16/2023,001-001-001,6,,,,,,,,,,,,,,,,,,,
5/16/2023,001-002-002,24,,,,,,,,,,,,,,,,,,,
5/16/2023,001-003-004,15,,,,,,,,,,,,,,,,,,,
5/16/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
5/16/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
5/16/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
5/16/2023,001-001-002,47,,,,,,,,,,,,,,,,,,,
5/16/2023,001-003-005,8,,,,,,,,,,,,,,,,,,,
5/17/2023,001-002-001,4,,,,,,,,,,,,,,,,,,,
5/17/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
5/17/2023,001-002-002,12,,,,,,,,,,,,,,,,,,,
5/17/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
5/17/2023,001-002-004,8,,,,,,,,,,,,,,,,,,,
